ID,var_rpta_alt,Prob_uno
409786#533836#546506,1,0.5632
409786#533899#546443,1,0.66
409786#533912#546430,1,0.5632
409786#533806#546536,1,0.66
409786#533889#546453,1,0.5632
409786#533939#546403,1,0.5632
409786#533897#546445,1,0.6486
409786#533825#546517,1,0.66
409786#533805#546537,1,0.5632
409786#533834#546508,1,0.66
409786#533837#546505,1,0.66
409786#533864#546478,1,0.5632
409786#533928#546414,1,0.5632
409786#533802#546540,1,0.5632
409786#533942#546400,1,0.66
409786#533959#546383,1,0.5632
409786#533900#546442,1,0.66
423515#884474#195868,0,0.32
578556#169602#918533,0,0.29
578556#809865#270477,0,0.48
578556#312482#770662,0,0.48
578556#809981#270361,0,0.48
196353#895709#184633,1,0.7124
444773#242553#840456,0,0.45
470650#905625#174717,0,0.284
414763#103944#983827,0,0.48
414763#239979#843045,0,0.48
414763#745077#335265,0,0.48
519781#635880#444462,0,0.405
354904#652880#427462,1,0.76
112954#253229#829772,1,0.6
605121#220187#862604,0,0.38
616087#519518#560824,0,0.335
8313#608737#471605,0,0.45
615155#404109#675812,1,0.6042
576628#981592#98750,1,0.61
576628#110609#977196,1,0.6883
548328#624767#455575,1,0.795
450467#592433#487909,1,0.49
450467#356683#723179,1,0.49
450467#957291#123051,1,0.49
450467#213861#868899,1,0.5033
450467#592438#487904,1,0.49
450467#592439#487903,1,0.49
450467#592343#487999,1,0.5033
450467#34376#1070660,1,0.49
450467#592429#487913,1,0.49
450467#958693#121649,1,0.49
450467#592440#487902,1,0.49
75881#133302#954667,0,0.3168
506057#825305#255037,0,0.361
149480#587489#492853,1,0.59
149480#945110#135232,1,0.56
149480#587449#492893,1,0.59
149480#587340#493002,1,0.59
284342#969445#110897,0,0.42
284342#969121#111221,1,0.4963
284342#969474#110868,0,0.42
284342#969144#111198,0,0.42
10181#694153#386189,1,0.53
91569#95575#992200,0,0.3367
91569#691984#388358,0,0.3367
520184#992364#87978,1,0.67
149110#346634#734071,1,0.66
372178#801274#279068,1,0.82
519215#463041#617301,1,0.535
519215#635690#444652,1,0.535
315795#616267#464075,0,0.4704
421041#142111#945989,0,0.3422
37335#655146#425196,0,0.426
473209#315724#767417,0,0.47
473209#11063#1001548,0,0.47
555745#868272#212070,1,0.58
491121#355730#724133,1,0.7
491121#299993#783120,1,0.7
373656#924928#155414,0,0.1945
303090#109910#977887,1,0.51
252845#1053839#26503,0,0.4683
252845#42212#1062890,0,0.42
430173#1070238#10104,1,0.6
398862#256052#826932,1,0.52
240114#542721#537621,1,0.6808
240114#542719#537623,1,0.6808
240114#543059#537283,1,0.6808
240114#542729#537613,1,0.6808
240114#542974#537368,1,0.6808
240114#542524#537818,1,0.6808
240114#542854#537488,1,0.6808
240114#542706#537636,1,0.6808
240114#542847#537495,1,0.6808
74235#397157#682744,1,0.87
74235#118822#969007,1,0.754
74235#228283#854545,1,0.87
484190#142251#945847,0,0.47
595263#282565#800490,1,0.5633
595263#96379#991393,1,0.5633
595263#710390#369952,1,0.5633
184282#121690#966130,1,0.67
500134#260247#822734,0,0.23
500134#170798#917340,0,0.25
223337#600008#480334,1,0.6153
223337#600035#480307,1,0.6153
223337#599945#480397,1,0.6153
223337#599989#480353,1,0.6153
223337#599952#480390,1,0.6153
223337#599994#480348,1,0.6153
223337#600054#480288,1,0.6153
223337#600050#480292,1,0.6153
223337#600063#480279,1,0.6153
223337#600024#480318,1,0.6153
223337#600005#480337,1,0.6153
223337#599967#480375,1,0.6153
223337#599942#480400,1,0.6153
490633#707366#372976,0,0.27
362757#620708#459634,1,0.905
17472#901433#178909,1,0.5078
539857#1022228#58114,1,0.5198
133149#650005#430337,0,0.4625
133149#144155#943948,0,0.4625
133149#249911#833090,0,0.2345
426303#1067762#12580,1,0.7333
169115#745609#334733,0,0.45
367890#408921#671001,1,0.5208
367890#240822#842198,1,0.5208
367890#123283#964540,1,0.5208
274395#432940#647157,0,0.386
76402#359400#720462,0,0.28
197536#454598#625748,0,0.47
72161#756722#323620,1,0.4958
72161#756566#323776,1,0.4958
72161#756719#323623,1,0.4958
72161#756710#323632,1,0.4958
72161#432515#647568,1,0.62
72161#756714#323628,1,0.4958
72161#693105#387237,1,0.62
72161#756713#323629,1,0.4958
72161#756645#323697,1,0.4958
72161#237432#845533,0,0.44
61589#36979#1068079,0,0.3186
425039#590507#489835,0,0.38
425039#590380#489962,0,0.38
425039#590062#490280,0,0.38
425039#590240#490102,0,0.38
425039#590514#489828,0,0.38
425039#590480#489862,0,0.38
425039#590078#490264,0,0.38
425039#590521#489821,1,0.7167
425039#590192#490150,1,0.7167
425039#1072963#7379,0,0.4366
425039#590503#489839,0,0.38
425039#590508#489834,0,0.38
339264#91763#996001,0,0.43
275201#984595#95747,1,0.61
548479#678037#402305,0,0.1883
34071#501093#579249,0,0.465
34071#501073#579269,0,0.465
34071#501119#579223,0,0.465
34071#501128#579214,0,0.465
34071#501152#579190,0,0.465
34071#501122#579220,0,0.465
34071#501084#579258,0,0.465
34071#501099#579243,0,0.465
34071#501078#579264,0,0.465
34071#501116#579226,0,0.465
34071#501086#579256,0,0.465
34071#501097#579245,0,0.465
34071#501100#579242,0,0.465
34071#501092#579250,0,0.465
34071#501158#579184,0,0.465
34071#501103#579239,0,0.465
34071#501089#579253,0,0.465
34071#501129#579213,0,0.465
34071#501069#579273,0,0.465
34071#501085#579257,0,0.465
34071#501075#579267,0,0.465
34071#501151#579191,0,0.465
34071#501104#579238,0,0.465
34071#501077#579265,0,0.465
34071#501117#579225,0,0.465
34071#501121#579221,0,0.465
34071#501070#579272,0,0.465
342392#278616#804424,0,0.2558
611150#865736#214606,1,0.522
611150#869596#210746,1,0.865
464361#102859#984907,0,0.34
464361#310928#772209,1,0.5067
352319#193256#894991,1,0.5
352319#293528#789552,1,0.5
261051#439742#640563,0,0.29
72372#946438#133904,1,0.495
405352#364344#715507,1,0.49
405352#261813#821173,1,0.49
202516#310201#772940,0,0.1417
36968#393194#686711,1,0.51
127809#517838#562504,0,0.4225
537693#850619#229723,1,0.585
383201#61223#1043757,0,0.4467
383201#261870#821115,1,0.6983
383201#353373#726496,1,0.6983
578127#556308#524034,0,0.3806
578127#556331#524011,0,0.3806
578127#556335#524007,0,0.3806
98259#807165#273177,0,0.2886
98259#20878#1013314,0,0.2886
98259#20878#1072776,0,0.2886
137947#215793#866973,1,0.59
65548#1053350#26992,1,0.5562
65548#129296#958554,0,0.47
65548#407559#672356,0,0.47
553599#272895#810121,1,0.56
553599#370558#709288,0,0.32
540633#822145#258197,1,0.5775
158632#314242#768897,1,0.59
588456#493671#586671,1,0.6
588456#675337#405005,1,0.79
613435#945844#134498,1,0.5567
21358#351780#729002,1,0.62
21358#691706#388636,1,0.62
159115#531245#549097,0,0.48
350360#901696#178646,0,0.4167
34340#744560#335782,0,0.3517
93039#316405#766736,0,0.47
93039#112858#974954,0,0.47
302312#733319#347023,1,0.605
302312#733179#347163,1,0.605
102141#729202#351140,0,0.3833
358188#876737#203605,0,0.4355
73941#174750#913358,0,0.25
199340#652311#428031,1,0.5795
107277#885171#195171,0,0.396
375433#245095#837900,1,0.65
375433#193535#894714,1,0.65
429594#955222#125120,1,0.6156
429594#955288#125054,1,0.6583
429594#955220#125122,1,0.6156
429594#419511#660484,0,0.3963
429594#955219#125123,1,0.6156
429594#955259#125083,1,0.6156
429594#955211#125131,1,0.6156
429594#955224#125118,1,0.6583
429594#955233#125109,1,0.6583
623439#126119#961712,0,0.48
199993#1028950#51392,1,0.56
199993#1029002#51340,0,0.47
199993#1028827#51515,1,0.6152
199993#1028934#51408,0,0.47
199993#1028751#51591,1,0.56
199993#1029028#51314,1,0.56
199993#1028775#51567,0,0.47
199993#1029029#51313,1,0.56
199993#1028963#51379,0,0.47
199993#1029010#51332,1,0.56
199993#1028982#51360,1,0.56
199993#1028842#51500,1,0.56
199993#1028986#51356,0,0.47
199993#1028822#51520,0,0.47
199993#1028784#51558,1,0.6152
62851#692369#387973,1,0.7
629466#593655#486687,1,0.76
343094#172442#915681,0,0.41
553915#461489#618851,0,0.375
553915#292775#790297,0,0.375
234492#623879#456463,1,0.5467
161013#899066#181276,0,0.2139
583254#183166#904970,0,0.446
628145#678374#401968,1,0.49
387190#735870#344472,0,0.3
575907#873243#207099,0,0.43
50209#1027760#52582,1,0.52
392492#739798#340544,0,0.47
184160#692803#387539,1,0.51
184160#501356#578986,0,0.2733
184160#501361#578981,1,0.51
184160#501358#578984,0,0.2733
184160#501362#578980,0,0.2733
298667#391576#688331,0,0.468
292087#988046#92296,1,0.575
292087#331251#749308,0,0.4132
154268#963856#116486,0,0.48
18061#636454#443888,1,0.495
18061#312116#771031,0,0.44
544607#853562#226780,1,0.8342
111951#524638#555704,0,0.2767
111951#524604#555738,0,0.2767
111951#524591#555751,0,0.2767
111951#524670#555672,0,0.2767
111951#430341#649666,0,0.2767
111951#524610#555732,0,0.2767
139292#515836#564506,0,0.36
139292#515820#564522,0,0.36
139292#515776#564566,1,0.625
139292#515840#564502,0,0.36
139292#515789#564553,0,0.36
139292#515809#564533,0,0.36
139292#515771#564571,0,0.36
139292#515781#564561,0,0.36
661#713719#366623,0,0.42
385056#305433#777672,1,0.52
385056#382418#697435,0,0.48
633589#224454#858355,0,0.3758
568524#1033640#46702,1,0.72
471672#312402#770742,1,0.67
471672#1047119#33223,1,0.67
471672#448834#631524,1,0.52
471672#162211#925898,1,0.67
207911#443403#636911,1,0.5077
207911#311658#771484,1,0.5077
501446#115828#971991,1,0.6075
501446#714194#366148,1,0.6075
447282#314805#768334,0,0.3283
447282#785902#294440,1,0.505
113819#820734#259608,1,0.565
286854#852638#227704,1,0.59
489063#711781#368561,1,0.638
508494#970096#110246,0,0.337
508494#329959#750742,1,0.595
45458#983733#96609,1,0.5
555844#260966#822017,1,0.537
370458#440114#640195,1,0.91
178143#507930#572412,1,0.61
178143#507926#572416,1,0.61
178143#507836#572506,1,0.61
178143#507923#572419,1,0.61
178143#507909#572433,1,0.61
178143#507921#572421,1,0.61
178143#507928#572414,1,0.61
178143#507920#572422,1,0.61
178143#507919#572423,1,0.61
178143#507905#572437,1,0.61
178143#507925#572417,1,0.61
612471#347734#732990,1,0.52
182052#380721#699136,1,0.584
182052#985340#95002,1,0.584
25737#702214#378128,1,0.6617
25737#361006#718857,0,0.4133
469689#1070078#10264,1,0.7934
349341#291503#791559,1,0.66
156017#576778#503564,1,0.498
156017#576783#503559,1,0.498
156017#576763#503579,1,0.498
156017#576773#503569,1,0.498
156017#576780#503562,1,0.498
156017#576784#503558,1,0.498
156017#576735#503607,1,0.498
156017#576775#503567,1,0.498
450249#774836#305506,0,0.39
228954#356627#723234,0,0.4233
97668#614882#465460,0,0.3758
97668#614927#465415,0,0.3758
97668#614940#465402,0,0.3758
97668#614885#465457,0,0.3758
97668#614884#465458,0,0.3758
97668#614883#465459,0,0.3758
97668#614889#465453,0,0.3758
97668#614918#465424,0,0.3758
97668#614888#465454,0,0.3758
457609#419480#660514,1,0.59
99848#149658#938435,0,0.4586
394448#849433#230909,0,0.332
516565#95647#992127,1,0.5461
516565#356508#723355,1,0.62
49414#414040#665883,1,0.78
49414#122240#965578,1,0.56
116744#543469#536873,0,0.02
116744#497732#582610,0,0.02
116744#789364#290978,0,0.02
116744#497751#582591,0,0.02
116744#543468#536874,0,0.02
116744#497748#582594,0,0.02
116744#497652#582690,0,0.02
116744#543466#536876,0,0.02
116744#497634#582708,1,0.5242
116744#543458#536884,0,0.02
116744#543465#536877,0,0.02
116744#497705#582637,1,0.5242
116744#543471#536871,0,0.02
116744#497579#582763,0,0.02
116744#543462#536880,0,0.02
315692#1010244#70098,1,0.5155
552859#74165#1030882,1,0.7883
81123#157105#930994,1,0.6617
282690#470920#609422,0,0.405
77422#81236#1024016,0,0.285
417956#723863#356479,0,0.185
357111#893826#186516,0,0.3045
197842#716575#363767,0,0.4079
197842#43718#1061101,1,0.67
536428#493313#587029,0,0.47
536428#69641#1035411,1,0.55
536428#493406#586936,0,0.47
536428#493284#587058,0,0.47
408946#790669#289673,1,0.5
408946#543689#536653,1,0.5
280531#179485#908637,1,0.505
280531#482025#598317,1,0.5433
280531#399631#680280,1,0.505
280531#482138#598204,1,0.5433
7824#624469#455873,1,0.82
583188#49483#1055350,1,0.81
583188#1009688#70654,1,0.81
583188#317752#765389,1,0.81
74182#999305#81037,1,0.6033
34620#109563#978231,1,0.5368
34620#415259#664693,1,0.5368
267260#1079235#1107,0,0.3532
249018#777344#302998,1,0.5
422175#379149#700707,1,0.79
425122#942620#137722,1,0.7471
282443#802348#277994,0,0.3852
290904#619914#460428,1,0.5367
593188#962175#118167,0,0.3927
135541#338309#742329,0,0.36
135541#673827#406515,0,0.36
621155#1076060#4282,0,0.35
292888#805699#274643,1,0.61
292888#805873#274469,0,0.44
487870#993657#86685,0,0.45
487870#993660#86682,0,0.45
151415#856963#223379,0,0.31
30381#416013#663961,1,0.82
398440#854051#226291,1,0.6167
274503#969254#111088,0,0.15
548486#670834#409508,0,0.3893
184447#469860#610482,0,0.43
184447#296994#786109,0,0.43
184447#378844#701011,0,0.43
184447#990167#90175,1,0.5517
6769#760745#319597,0,0.3905
264387#204614#880638,0,0.3356
264387#360705#719157,0,0.4
264387#215642#867122,0,0.38
264387#114711#973109,0,0.4
120285#643078#437264,0,0.2383
323805#156586#931517,1,0.5533
323805#196722#891538,1,0.5533
288908#941483#138859,1,0.49
321161#135518#952573,0,0.3367
3480#832569#247773,0,0.4233
410552#990408#89934,0,0.4233
410552#248639#834362,0,0.4233
410552#1052694#27648,0,0.4233
373094#811914#268428,1,0.68
181334#636568#443774,0,0.38
418977#65817#1039204,1,0.5463
537664#1044457#35885,1,0.66
86806#1039649#40693,1,0.51
158489#333585#746992,0,0.4507
158489#753224#327118,0,0.3038
629445#102338#985432,1,0.564
236382#341342#739308,0,0.4533
236382#88985#1016315,0,0.4533
236382#425543#654433,0,0.422
504406#604335#476007,1,0.724
15240#362752#717103,1,0.515
325942#313917#769221,0,0.4267
536301#857845#222497,0,0.3633
169737#963860#116482,1,0.75
606800#673224#407118,1,0.565
606800#353904#725961,1,0.565
468556#420065#659926,1,0.89
468556#362473#717384,1,0.81
269568#1041050#39292,1,0.5625
149259#698933#381409,0,0.04
267673#255935#827050,1,0.55
267673#364965#714890,1,0.55
133458#986068#94274,1,0.55
596732#737277#343065,1,0.98
596732#737445#342897,1,0.98
596732#737332#343010,1,0.98
596732#737396#342946,1,0.98
596732#737201#343141,1,0.98
596732#737222#343120,1,0.98
488996#463572#616770,1,0.52
154902#892888#187454,1,0.607
277154#794660#285682,0,0.4879
137198#912601#167741,0,0.42
569722#875391#204951,1,0.7052
238622#785753#294589,1,0.74
558767#806756#273586,1,0.5033
414017#226137#856676,0,0.43
112456#849613#230729,1,0.541
118704#390434#689457,0,0.33
216160#487048#593294,1,0.53
216160#487170#593172,1,0.53
216160#487194#593148,1,0.53
216160#486893#593449,1,0.53
216160#487137#593205,1,0.53
216160#487062#593280,1,0.53
216160#487171#593171,1,0.53
31214#1016298#64044,0,0.2
152548#528180#552162,0,0.37
152548#528181#552161,0,0.37
152548#528122#552220,0,0.37
152548#528179#552163,0,0.37
282401#538688#541654,1,0.5
282401#776559#303783,1,0.5
388263#778297#302045,0,0.196
388263#23259#1005939,1,0.54
346373#905341#175001,0,0.3045
346373#886496#193846,0,0.3045
276823#546057#534285,1,0.58
289444#308931#774192,1,0.65
289444#754469#325873,1,0.65
435102#279420#803625,1,0.53
228088#213427#869330,0,0.3733
228088#448344#632009,0,0.3733
292443#435133#645071,0,0.45
593820#137234#950872,1,0.77
593820#557281#523061,1,0.77
39265#361018#718845,0,0.4
589493#659817#420525,0,0.3458
152067#253870#829130,1,0.5849
152067#966397#113945,0,0.486
152067#414471#665457,1,0.5849
152067#597072#483270,0,0.486
154766#963980#116362,1,0.5
154766#181131#907002,0,0.4758
406736#798144#282198,1,0.698
406736#63476#1041519,1,0.53
582581#381493#698360,1,0.62
44207#678403#401939,0,0.2583
87091#738325#342017,0,0.37
139925#655637#424705,1,0.55
352154#904580#175762,0,0.3551
564187#627364#452978,1,0.5
64069#247555#835449,0,0.48
355696#353344#726526,0,0.35
183599#230110#852722,0,0.3592
183599#349406#731350,0,0.3592
502668#279902#803142,0,0.33
97244#148503#939593,0,0.255
266604#513048#567294,0,0.3
266604#513044#567298,0,0.3
266604#513043#567299,0,0.3
266604#513034#567308,0,0.3
266604#223015#859783,0,0.3
278599#616442#463900,0,0.42
63596#305830#777280,1,0.505
63596#448873#631485,1,0.505
103159#302946#780166,1,0.6975
103159#156149#931949,1,0.6975
103159#461700#618638,1,0.6975
259881#130761#957090,0,0.3433
13601#952300#128042,1,0.6483
509774#454596#625750,1,0.6033
509774#152246#935851,1,0.6033
337796#290522#792533,0,0.29
85827#400889#679022,0,0.305
85827#121391#966429,0,0.305
369788#232686#850146,0,0.25
369788#706125#374217,1,0.5
369788#409950#669970,0,0.25
238877#89196#1016112,0,0.28
285559#1001807#78535,1,0.56
388287#593640#486702,1,0.5825
238024#1017603#62739,0,0.3133
396143#660343#419999,1,0.6
507459#1069992#10350,1,0.87
507459#1069947#10395,1,0.87
480388#628829#451513,0,0.46
312239#855543#224799,0,0.47
312239#7758#877040,0,0.47
63139#667277#413065,1,0.63
63139#445826#634506,1,0.63
452497#874250#206092,0,0.38
8164#870468#209874,1,0.5949
8164#875475#204867,0,0.3654
5878#279776#803271,0,0.3567
443770#467823#612519,0,0.3283
122723#866852#213490,0,0.34
365952#365817#714036,0,0.428
365952#182194#905940,0,0.35
365952#298457#784646,0,0.35
154920#1049808#30534,1,0.49
26530#657668#422674,1,0.77
62347#1032575#47767,0,0.3375
444955#819610#260732,1,0.6458
386719#65675#1039345,0,0.04
278947#416912#663083,1,0.6575
278947#213182#869572,1,0.6575
135000#178970#909153,1,0.655
135000#948449#131893,1,0.545
100950#284673#798382,1,0.6
100950#387804#692050,0,0.4325
183517#350087#730672,0,0.37
183517#426722#653259,0,0.37
23799#121241#966579,1,0.71
620471#1037357#42985,1,0.6367
620471#1037292#43050,1,0.6367
620471#1037859#42483,1,0.6367
620471#1037381#42961,1,0.59
620471#1037312#43030,1,0.6367
620471#116522#971292,1,0.59
620471#1037346#42996,1,0.6367
620471#1037305#43037,1,0.59
620471#1073581#6761,1,0.6367
149428#944827#135515,1,0.56
623256#899521#180821,1,0.84
155773#658409#421933,0,0.38
330049#938685#141657,1,0.645
268292#605075#475267,0,0.47
87994#1033633#46709,0,0.25
428006#1063476#16866,1,0.72
443620#887998#192344,0,0.4236
219278#808913#271429,0,0.4833
202503#340291#740350,1,0.4967
321205#136741#951362,0,0.28
533412#670816#409526,0,0.3733
578369#810031#270311,0,0.38
224828#758600#321742,1,0.5063
224828#397354#682546,0,0.34
200575#793119#287223,1,0.8733
345939#647736#432606,1,0.7333
345939#93102#994666,1,0.494
424766#526788#553554,0,0.4525
424766#526787#553555,0,0.4525
27169#682682#397660,0,0.25
471611#888993#191349,1,0.58
2926#708695#371647,1,0.72
632294#370755#709093,0,0.385
632294#1005954#74388,1,0.59
130335#186035#902117,1,0.5367
130335#288846#794219,1,0.5367
196170#469954#610388,1,0.5637
206188#322365#760778,0,0.33
356164#190128#898108,0,0.01
356164#424648#655332,0,0.01
356164#271480#811535,0,0.01
356164#124671#963154,0,0.01
356164#373817#706037,0,0.01
285041#873984#206358,1,0.67
548040#672731#407611,1,0.76
153635#386976#692874,0,0.43
153635#49448#1055384,0,0.43
131654#802341#278001,0,0.4517
620310#759001#321341,1,0.56
620310#386094#693756,1,0.56
384584#988027#92315,0,0.46
384584#987927#92415,1,0.52
246973#767966#312376,1,0.5957
130232#574817#505525,0,0.4319
130232#574740#505602,0,0.4319
130232#574744#505598,0,0.4319
130232#574771#505571,0,0.4319
130232#574752#505590,0,0.4319
276234#1080033#309,0,0.45
426395#530556#549786,0,0.388
426395#129364#958487,0,0.388
426395#530547#549795,0,0.388
426395#386462#693388,0,0.388
426395#530553#549789,0,0.388
426395#530548#549794,0,0.388
426395#530557#549785,0,0.388
426395#530558#549784,0,0.388
277185#795349#284993,0,0.485
528274#440795#639516,1,0.53
528274#146369#941725,1,0.53
528274#963217#117125,1,0.53
230148#237129#845823,1,0.62
230148#415587#664369,0,0.3567
230148#114352#973466,0,0.3567
230148#200574#887695,0,0.3567
346070#79074#1026082,0,0.39
33675#647191#433151,0,0.3683
33675#1026072#54270,1,0.64
33675#1025999#54343,0,0.3683
590841#760808#319534,1,0.52
590841#105329#982447,0,0.3094
72409#605375#474967,1,0.6643
72409#790349#289993,0,0.48
225596#564568#515774,0,0.31
225596#566755#513587,0,0.31
225596#564554#515788,0,0.31
509691#367785#712078,1,0.61
509691#199452#888816,1,0.61
491224#362186#717669,1,0.6235
491224#960628#119714,0,0.423
508076#734380#345962,0,0.3105
532686#467658#612684,0,0.37
157624#746208#334134,1,0.5
4392#113951#973863,1,0.52
4392#371419#708432,1,0.5233
40666#767388#312954,1,0.53
431400#224212#858590,1,0.575
428022#163358#924762,1,0.6133
23404#549447#530895,0,0.375
23404#550093#530249,0,0.375
23404#549285#531057,0,0.375
23404#549222#531120,0,0.375
23404#550092#530250,0,0.375
23404#550076#530266,0,0.375
23404#804808#275534,0,0.375
23404#549832#530510,0,0.375
23404#229713#853117,0,0.3233
23404#550086#530256,0,0.375
598569#292926#790150,1,0.51
598569#385462#694390,1,0.51
422231#751824#328518,0,0.2958
374544#911336#169006,1,0.5933
404420#47650#1057175,1,0.5171
404420#786526#293816,1,0.5171
344322#738883#341459,0,0.4712
344322#522440#557902,0,0.405
165515#844726#235616,0,0.3513
236538#133027#954925,1,0.595
236538#208647#874072,1,0.595
407659#259257#823732,1,0.79
28431#322411#760730,0,0.45
32162#260642#822341,1,0.5473
32162#796261#284081,1,0.5473
291659#631857#448485,0,0.46
113134#882786#197556,1,0.6309
415444#598681#481661,1,0.6143
87764#399275#680636,1,0.55
87764#130843#957007,0,0.4618
306282#1030361#49981,0,0.47
306282#30203#1014324,0,0.47
306282#30203#1013889,0,0.47
306282#30203#1014393,0,0.47
2560#406772#673153,0,0.47
461273#992373#87969,1,0.5078
307039#29577#728119,1,0.5475
307039#29577#728220,1,0.5475
180232#511063#569279,0,0.3025
180232#511181#569161,0,0.3025
180232#511132#569210,0,0.3025
180232#511226#569116,0,0.3025
180232#716328#364014,0,0.3025
180232#511080#569262,0,0.3025
180232#511117#569225,0,0.3025
360652#552473#527869,1,0.735
108469#661094#419248,1,0.51
116022#118015#957460,1,0.56
116022#288128#794938,1,0.59
414151#713442#366900,1,0.62
604203#71518#1042561,0,0.44
391498#17516#1005472,1,0.665
504212#4299#1008777,1,0.5
171202#680961#399381,0,0.4617
401665#347465#733256,0,0.4372
410608#833400#246942,0,0.4425
242633#368412#711448,1,0.87
242633#221980#860817,1,0.87
85530#136577#951525,1,0.58
101402#942426#137916,1,0.76
11409#292190#790874,0,0.4142
148933#1026997#53345,1,0.59
62464#491214#589128,0,0.377
62464#772420#307922,1,0.5767
23007#1062017#18325,1,0.5886
380459#960779#119563,1,0.51
380459#960727#119615,1,0.51
380459#275732#807293,0,0.29
186685#110940#976868,1,0.5883
574301#289642#793418,0,0.42
476193#119633#968192,1,0.554
507876#1070145#10197,1,0.63
377045#254563#828428,1,0.57
29254#140063#948042,0,0.4873
29254#423565#656420,0,0.4873
29254#198716#889548,0,0.4873
29254#453105#627243,0,0.4873
4514#968156#112186,0,0.3027
371089#975003#105339,0,0.38
39532#946537#133805,0,0.3321
243238#34724#1070323,0,0.43
243238#328988#751702,0,0.43
402629#725668#354674,1,0.7039
402629#725773#354569,1,0.7039
476541#478615#601727,0,0.22
476541#478606#601736,0,0.22
476541#478617#601725,0,0.22
476541#478609#601733,0,0.22
476541#478608#601734,0,0.22
476541#478619#601723,0,0.22
476541#478612#601730,0,0.22
476541#478613#601729,0,0.22
340182#866932#213410,0,0.04
210053#1018668#61674,0,0.424
210053#1018608#61734,1,0.55
25118#755932#324410,1,0.49
598170#445431#634894,1,0.5096
598170#294124#788963,1,0.5096
188498#421342#658647,0,0.3575
188498#109754#978043,0,0.3575
531249#1014042#66300,1,0.847
531249#663108#417234,1,0.69
425751#1077019#3323,0,0.4037
425751#439924#640382,0,0.37
425751#199623#888646,1,0.66
425751#127959#959892,0,0.4037
520915#232960#849873,1,0.625
460837#320114#763042,1,0.52
460837#124933#962893,1,0.52
234298#640581#439761,1,0.615
234298#123727#964100,1,0.615
234298#640685#439657,1,0.615
234298#640703#439639,1,0.615
133945#784650#295692,0,0.3875
218499#93879#993897,1,0.78
218499#220806#861984,1,0.78
218499#392060#687841,1,0.78
218499#203593#881648,1,0.78
555787#282780#800270,0,0.4367
439722#1072508#7834,0,0.4025
439722#116863#970948,1,0.7403
57144#295155#787938,1,0.76
552229#797437#282905,0,0.228
218177#485099#595243,1,0.58
373713#865694#214648,0,0.3322
373713#897903#182439,0,0.39
373713#883251#197091,0,0.39
373713#869286#211056,0,0.3924
593645#862664#217678,0,0.47
588154#613615#466727,0,0.31
588154#613629#466713,1,0.6
588154#613621#466721,0,0.31
26782#225868#856943,0,0.39
234340#956664#123678,0,0.48
264315#613034#467308,0,0.3342
264315#329731#750971,0,0.3342
264315#613022#467320,0,0.3342
264315#613026#467316,0,0.3342
264315#612992#467350,0,0.3342
264315#35339#1069715,1,0.622
264315#613036#467306,0,0.3342
264315#613051#467291,0,0.3342
264315#613029#467313,0,0.3342
264315#613040#467302,0,0.3342
401960#370205#709644,1,0.49
401960#767334#313008,0,0.29
334542#868985#211357,0,0.35
608006#682863#397479,1,0.49
281946#118891#968938,1,0.67
55613#220892#861899,0,0.475
447124#624689#455653,0,0.4622
392587#172581#915543,1,0.4992
392587#600403#479939,1,0.4992
392587#423357#656627,0,0.4567
392587#600401#479941,1,0.4992
392587#600601#479741,1,0.4992
62210#1032540#47802,1,0.55
243220#466474#613868,0,0.11
243220#263689#819297,0,0.22
243220#111771#976036,0,0.22
208590#852668#227674,1,0.5
208590#84398#1020856,1,0.5
76028#758060#322282,0,0.38
76028#758150#322192,0,0.24
358564#997961#82381,0,0.47
110924#944548#135794,1,0.6225
332365#860975#219367,0,0.3242
332365#55186#1049767,0,0.47
388499#1072334#8008,1,0.71
388499#189113#899094,1,0.71
85939#233344#849485,1,0.66
85939#164340#923775,0,0.4233
604296#784401#295941,0,0.37
540094#223940#858861,1,0.5583
540094#93156#994612,1,0.5583
173554#645489#434853,1,0.51
173554#645228#435114,0,0.486
173554#493978#586364,1,0.51
173554#645316#435026,1,0.51
173554#493950#586392,1,0.51
173554#493980#586362,1,0.51
173554#493963#586379,1,0.51
173554#645232#435110,0,0.486
173554#645363#434979,1,0.51
173554#645460#434882,1,0.51
173554#493934#586408,1,0.51
173554#1009203#71139,0,0.3
173554#645412#434930,1,0.51
173554#645368#434974,1,0.51
173554#645229#435113,0,0.486
173554#645503#434839,1,0.51
173554#493936#586406,1,0.51
173554#645281#435061,1,0.51
173554#493931#586411,1,0.51
173554#493984#586358,1,0.51
259616#990523#89819,1,0.65
259616#990632#89710,1,0.49
259616#329409#751289,1,0.65
99169#1033783#46559,1,0.4967
348282#547609#532733,1,0.96
348282#547564#532778,1,0.96
348282#547641#532701,1,0.96
348282#547550#532792,1,0.96
348282#547681#532661,1,0.96
348282#547672#532670,1,0.96
348282#160968#927140,0,0.48
348282#547617#532725,1,0.96
573428#821442#258900,1,0.6478
460215#136727#951376,0,0.4137
460215#788641#291701,1,0.68
169458#867883#212459,0,0.4089
477916#654809#425533,0,0.34
507387#906979#173363,1,0.79
507387#928038#152304,1,0.6317
605928#256813#826166,1,0.59
17995#637090#443252,0,0.3952
17995#637093#443249,0,0.3952
17995#637064#443278,0,0.3952
17995#637087#443255,0,0.3952
