ID,var_rpta_alt,Prob_uno
510927#1024109#56233,0,0.44
17375#668719#411623,0,0.44
544288#492187#588155,0,0.4871
364942#128055#959796,0,0.44
159638#945695#134647,1,0.5431
194103#216787#865988,1,0.5431
75934#608197#472145,1,0.5431
255879#758039#322303,1,0.5431
14715#679490#400852,0,0.4871
489181#473021#607321,0,0.4871
226745#370444#709403,0,0.44
191991#727499#352843,0,0.44
404245#627001#453341,1,0.5431
514978#536135#544207,1,0.5431
51616#1029522#50820,1,0.72
615452#395033#684878,0,0.44
49090#989772#90570,0,0.34
385228#505139#575203,0,0.4871
157711#128531#959320,0,0.44
450622#1061135#19207,0,0.4871
298616#1075858#4484,0,0.4871
125381#880537#199805,0,0.4871
352500#669452#410890,0,0.4871
467850#556540#523802,1,0.5431
507354#285280#797779,0,0.44
147258#352710#727160,1,0.6432
541115#696521#383821,0,0.44
481726#708449#371893,0,0.44
381657#307148#775974,0,0.4871
598232#532688#547654,1,0.6383
154003#401809#678105,0,0.44
491202#955113#125229,0,0.4871
501682#1024206#56136,0,0.3485
199744#1042028#38314,0,0.4871
454653#418648#661349,0,0.4871
589655#232691#850140,0,0.4871
60159#486310#594032,0,0.4615
453707#684571#395771,1,0.88
90670#692461#387881,1,0.61
192080#1039770#40572,0,0.4871
552543#806003#274339,1,0.5431
500057#790745#289597,0,0.4871
426871#255414#827569,0,0.44
276581#196566#891692,1,0.8393
532770#1022541#57801,0,0.4871
393659#756623#323719,1,0.5431
262693#974188#106154,1,0.5431
551438#764349#315993,0,0.44
170954#355790#724072,0,0.42
22338#862816#217526,0,0.44
202496#564550#515792,1,0.5431
372931#451058#629301,0,0.4871
169781#880040#200302,1,0.523
66743#896417#183925,0,0.44
376566#834270#246072,1,0.85
115242#388181#691673,1,0.5431
127360#632944#447398,1,0.5431
151402#991342#89000,0,0.06
621646#67932#1037107,1,0.74
388004#115632#972186,0,0.44
348517#443642#636679,1,0.686
589351#554287#526055,0,0.443
320772#718881#361461,1,0.5431
186929#565885#514457,0,0.42
201880#663594#416748,0,0.4677
302826#823804#256538,0,0.44
477153#654568#425774,1,0.535
272920#990104#90238,0,0.4871
7613#418054#661944,1,0.5431
297532#795535#284807,0,0.44
465525#111238#976568,1,0.5431
518157#467867#612475,0,0.4325
181637#610529#469813,0,0.44
607327#674960#405382,0,0.44
81024#904906#175436,0,0.44
176425#544356#535986,1,0.68
599036#1074381#5961,0,0.44
402837#525034#555308,0,0.4871
160959#170552#917588,0,0.33
383937#142588#945509,0,0.44
58322#330981#749580,0,0.44
359019#268289#814725,0,0.44
204328#485507#594835,0,0.44
91517#689191#391151,1,0.51
618807#837056#243286,0,0.4871
262091#824158#256184,0,0.44
509928#54235#1050709,1,0.58
295181#205898#879370,0,0.44
544076#393009#686898,0,0.4871
477065#334622#745967,0,0.4871
98553#107148#980642,0,0.4871
197709#413924#665999,1,0.57
115531#439791#640513,0,0.4871
166954#379232#700624,0,0.4871
276528#613949#466393,0,0.44
97503#748956#331386,0,0.3777
553520#379205#700651,0,0.2
434718#1060540#19802,0,0.43
451301#961494#118848,1,0.5431
238021#782486#297856,0,0.4871
24327#216774#866001,0,0.4871
182854#1045624#34718,0,0.44
265200#599626#480716,1,0.5431
22719#573509#506833,0,0.44
519106#903749#176593,0,0.4871
17552#278741#804300,1,0.565
73462#258742#824247,1,0.5431
406736#63476#1041519,1,0.53
390131#126573#961262,0,0.4871
98599#770110#310232,0,0.44
116896#205203#880052,0,0.44
121030#237681#845295,1,0.5431
261345#618149#462193,0,0.44
122391#228111#854718,1,0.5431
166775#1064303#16039,0,0.44
471821#541704#538638,0,0.4871
201687#788048#292294,1,0.62
347900#1009830#70512,0,0.44
49586#246805#836190,0,0.44
253214#436150#644092,1,0.5431
163970#956724#123618,1,0.555
70411#918771#161571,0,0.43
449075#710029#370313,0,0.4871
229897#1064640#15702,0,0.4871
200082#129022#958829,1,0.5431
12446#516846#563496,0,0.44
332972#866433#213909,1,0.76
224789#868210#212132,0,0.44
569380#822094#258248,0,0.44
241414#423286#656696,1,0.5431
195609#660418#419924,0,0.4871
617835#443279#637031,0,0.44
479276#509032#571310,1,0.5431
157093#591285#489057,0,0.4871
221439#187026#901121,0,0.4871
549712#754592#325750,1,0.61
435320#1060463#19879,0,0.44
253414#125184#962647,0,0.44
568170#105358#982420,0,0.44
538575#268209#814806,1,0.5431
799#813063#267279,1,0.5431
188445#343723#736954,0,0.44
151216#987002#93340,0,0.4871
97734#614947#465395,0,0.44
30591#897464#182878,0,0.36
489545#1018834#61508,0,0.44
518799#462824#617518,1,0.63
410585#1006635#73707,0,0.44
153390#657709#422633,1,0.6367
423603#956908#123434,0,0.4871
364464#156783#931319,1,0.5431
106379#698628#381714,1,0.5431
307174#963728#116614,0,0.458
371565#237961#845017,1,0.51
315960#639224#441118,0,0.4871
388562#393281#686627,1,0.5431
225465#257793#825192,0,0.4871
584486#794450#285892,0,0.475
56716#831882#248460,0,0.44
406819#425029#654946,1,0.6
555276#355711#724152,1,0.53
598232#688044#392298,1,0.6383
130206#852605#227737,1,0.5431
482613#474949#605393,0,0.4871
6350#289795#793265,1,0.5431
583503#428259#651737,1,0.5431
235578#739834#340508,0,0.44
331507#691131#389211,0,0.37
598232#532596#547746,1,0.605
242315#297816#785289,1,0.5431
80752#293402#789678,0,0.4871
255679#619525#460817,0,0.4871
26106#744067#336275,0,0.3117
594596#468538#611804,0,0.4871
134686#1079889#453,0,0.4871
238492#782475#297867,1,0.5431
375356#827384#252958,1,0.5431
527074#778851#301491,1,0.94
494445#660488#419854,0,0.44
552909#805701#274641,0,0.4302
86931#636430#443912,0,0.44
241717#915225#165117,0,0.44
152105#854954#225388,1,0.6958
286922#509669#570673,0,0.4871
631180#359122#720738,0,0.4871
94878#224829#857982,0,0.43
102337#741142#339200,1,0.5431
600628#187866#900294,0,0.44
174561#951988#128354,0,0.44
70813#166799#921324,1,0.5431
613099#232282#850554,1,0.5431
6174#537042#543300,0,0.44
384197#255124#827865,1,0.5431
230751#869568#210774,0,0.4871
405901#65001#1040005,1,0.5431
148746#206083#879192,0,0.44
229568#861918#218424,0,0.44
7399#645250#435092,0,0.4871
424010#177822#910294,1,0.5431
521116#467731#612611,0,0.44
367592#401078#678835,1,0.5431
317593#841293#239049,0,0.44
609050#1032386#47956,1,0.5431
163470#953346#126996,0,0.44
454592#683679#396663,0,0.4871
74698#155638#932465,0,0.375
90678#472348#607994,0,0.44
158881#1017315#63027,0,0.38
619862#956419#123923,0,0.44
28496#125692#962140,1,0.5431
13380#897578#182764,0,0.3847
362923#597627#482715,1,0.67
488152#748399#331943,0,0.39
252131#767756#312586,0,0.44
533873#457798#622538,0,0.4871
563292#500052#580290,0,0.44
230733#845344#234998,1,0.5933
498572#310680#772456,1,0.5431
41559#762545#317797,0,0.4871
321775#283005#800049,1,0.5431
254543#790863#289479,1,0.5431
406432#798265#282077,0,0.44
594375#786790#293552,1,0.87
152632#227941#854888,0,0.44
312961#523303#557039,0,0.4871
377120#961600#118742,0,0.4871
60669#337917#742713,1,0.5431
618627#228268#854561,1,0.5431
112192#565066#515276,0,0.4871
258222#984705#95637,0,0.44
604411#895101#185241,0,0.21
516377#935461#144881,0,0.44
63003#977929#102413,0,0.4871
130538#1058481#21861,0,0.44
70465#1010099#70243,0,0.44
621885#423138#656847,1,0.83
113434#227440#855386,0,0.43
421250#881706#198636,0,0.4871
4250#620081#460261,0,0.44
349852#709729#370613,1,0.5431
20197#626058#454284,1,0.64
523155#1025659#54683,0,0.4871
216361#110177#977622,1,0.6108
44938#536260#544082,0,0.4871
6468#594822#485520,0,0.4871
478853#310279#772860,1,0.5975
559199#179042#909081,0,0.44
602031#381225#698629,1,0.74
458499#979348#100994,1,0.64
296606#497309#583033,0,0.4871
127945#879355#200987,1,0.5078
596014#204086#881164,1,0.5001
12987#516338#564004,0,0.4117
376620#1068830#11512,0,0.44
463359#249522#833478,1,0.72
91514#652641#427701,0,0.44
581227#648389#431953,0,0.44
319670#417807#662190,0,0.4871
336083#425498#654479,1,0.62
489538#179299#908824,1,0.5431
51810#570540#509802,0,0.44
462796#892029#188313,0,0.08
97326#977563#102779,0,0.44
193129#595107#485235,0,0.4871
459701#1070142#10200,1,0.5431
219257#331414#749147,1,0.516
170073#445787#634543,1,0.5431
49417#656529#423813,1,0.5546
90695#868464#211878,0,0.44
127920#347911#732818,1,0.5431
474926#880869#199473,0,0.4871
460221#663579#416763,0,0.4871
622659#209148#873578,1,0.71
292858#650379#429963,1,0.565
282020#977654#102688,1,0.5431
196540#605257#475085,0,0.4871
102778#894865#185477,0,0.44
235697#498153#582189,1,0.5521
576787#687123#393219,0,0.4871
313088#787839#292503,0,0.4871
511944#630543#449799,0,0.4871
207424#696833#383509,0,0.44
37562#566419#513923,1,0.6572
77815#1026593#53749,0,0.4871
338836#274248#808772,0,0.44
358847#956052#124290,0,0.2133
182425#841028#239314,0,0.4533
324357#240701#842318,0,0.44
150091#760322#320020,0,0.44
609471#278671#804369,0,0.05
524613#875786#204556,0,0.44
48100#1013990#66352,1,0.555
142593#1001596#78746,1,0.5431
330014#639044#441298,1,0.656
49336#179265#908859,0,0.44
608810#131307#956544,0,0.44
425465#736919#343423,1,0.5431
318784#732506#347836,0,0.4871
67066#821443#258899,1,0.4908
32776#230711#852125,0,0.4871
390495#99325#988455,0,0.44
185386#695864#384478,0,0.4871
21016#984621#95721,0,0.44
202848#470942#609400,0,0.46
610187#536791#543551,0,0.475
547417#564219#516123,0,0.44
2748#696249#384093,0,0.44
545937#255867#827120,1,0.5431
68369#542496#537846,0,0.44
626756#248985#834020,0,0.4871
375413#568809#511533,0,0.4871
138260#472153#608189,0,0.39
164982#161143#926965,0,0.44
593142#268955#814057,1,0.575
81320#855498#224844,0,0.44
198865#469283#611059,1,0.5431
213420#1030895#49447,0,0.4871
303102#79565#1025610,0,0.41
256266#164603#923516,1,0.5431
402981#288892#794172,0,0.44
581045#957244#123098,0,0.4871
84668#783943#296399,1,0.5431
590288#317500#765644,1,0.6785
471907#989277#91065,1,0.5255
585872#796723#283619,1,0.5431
258929#464712#615630,0,0.4433
40182#132292#955623,0,0.44
437338#891467#188875,0,0.4871
378661#751943#328399,0,0.4871
224351#1074060#6282,0,0.44
121041#143521#944580,0,0.44
210994#320030#763120,0,0.44
528268#423449#656535,0,0.42
263698#612473#467869,0,0.4871
261533#792233#288109,0,0.44
274518#330552#750157,0,0.1767
23044#595748#484594,1,0.4967
394890#946439#133903,0,0.44
36105#10491#1006508,0,0.4871
279900#552316#528026,1,0.6
593083#1074581#5761,0,0.44
81348#556756#523586,0,0.44
351734#611326#469016,0,0.44
303057#751901#328441,0,0.4871
364040#592072#488270,0,0.4871
30544#1041309#39033,1,0.5431
204669#342404#738260,1,0.5183
169812#758389#321953,0,0.4871
107141#473574#606768,0,0.3743
407652#230538#852301,0,0.44
552825#364836#715019,0,0.44
514979#330406#750301,1,0.5958
476170#271032#811979,0,0.44
318727#138292#949807,0,0.44
68499#827879#252463,0,0.4871
111643#440312#639993,0,0.44
428847#167437#920690,0,0.44
240781#880177#200165,0,0.4871
154109#116179#971638,0,0.21
520827#444009#636314,1,0.5431
411059#408629#671289,1,0.62
473839#649424#430918,0,0.3544
558131#226043#856770,0,0.44
371268#872105#208237,0,0.19
265681#814475#265867,0,0.44
226207#146606#941486,0,0.44
361692#486559#593783,0,0.4267
200091#1024025#56317,0,0.44
632513#987182#93160,1,0.74
85939#164340#923775,0,0.4233
593012#1064539#15803,0,0.4871
167842#955580#124762,0,0.44
481278#318887#764249,1,0.5431
47022#648896#431446,0,0.44
631588#441783#638526,1,0.5431
615086#245695#837300,0,0.44
327145#868022#212320,0,0.4871
463394#386040#693811,0,0.44
566824#569670#510672,0,0.44
137360#1054784#25558,1,0.5108
25607#559779#520563,0,0.44
392025#512427#567915,0,0.44
79696#269127#813883,1,0.555
443414#352883#726988,0,0.44
149449#945202#135140,0,0.44
20666#360962#718901,1,0.7275
565992#264414#818576,0,0.44
549906#775951#304391,0,0.44
30304#783744#296598,1,0.54
594899#551286#529056,1,0.5431
455865#426405#653574,0,0.358
300527#362265#717590,0,0.35
142212#187667#900491,1,0.5431
228828#228285#854543,0,0.44
534809#369428#710429,0,0.44
303080#333298#747282,1,0.5431
419984#75423#1029638,1,0.5431
160350#745654#334688,0,0.44
513369#447099#633250,0,0.44
391190#90999#996726,1,0.5431
226992#591444#488898,0,0.44
273572#1043276#37066,1,0.5431
276648#1069310#11032,0,0.44
420287#753279#327063,0,0.44
539711#816769#263573,0,0.44
87141#790352#289990,0,0.44
204023#516394#563948,0,0.4871
243530#138741#949355,1,0.67
342795#990027#90315,0,0.4871
182894#124771#963055,0,0.4871
165268#129932#957912,1,0.5
382081#1043617#36725,0,0.44
452449#686075#394267,0,0.44
532143#664070#416272,0,0.1783
618302#990981#89361,0,0.44
608585#978151#102191,0,0.4871
333430#882919#197423,0,0.0289
368414#1049834#30508,1,0.7458
320758#190604#897634,1,0.5431
210412#776580#303762,0,0.44
514630#353531#726337,1,0.5431
69057#409903#670016,0,0.44
591645#1072598#7744,0,0.44
164192#166934#921190,0,0.44
176474#80112#1025096,0,0.25
498794#877501#202841,0,0.41
462934#890203#190139,0,0.44
160722#735656#344686,0,0.395
418711#705799#374543,1,0.8
267797#1053398#26944,0,0.44
422822#873167#207175,0,0.44
337830#691629#388713,1,0.5431
330027#869099#211243,0,0.4871
258929#464706#615636,0,0.4433
81132#704314#376028,0,0.395
172139#780390#299952,1,0.5431
239926#265164#817824,0,0.44
489881#529605#550737,0,0.4871
444367#441525#638781,1,0.5431
415818#809657#270685,0,0.44
560442#982217#98125,0,0.44
426155#88651#1016648,0,0.44
568813#687799#392543,0,0.44
197947#163888#924229,1,0.62
604777#70741#1034308,0,0.44
507873#94165#993613,1,0.54
296479#486912#593430,0,0.4871
173105#357347#722517,0,0.44
258121#603069#477273,0,0.4871
238499#866804#213538,0,0.4871
343769#490818#589524,0,0.44
279500#494551#585791,0,0.44
108867#229684#853147,1,0.5431
554190#100381#987395,1,0.5431
378573#842886#237456,0,0.4871
21278#287873#795197,1,0.5431
4926#825857#254485,1,0.5431
299910#559917#520425,0,0.4871
252545#255905#827082,1,0.5431
364519#894991#185351,0,0.4871
182155#596279#484063,0,0.4871
422516#158611#929500,1,0.5431
483322#852095#228247,0,0.44
557101#810705#269637,0,0.44
64549#642737#437605,0,0.44
286017#137076#951028,0,0.4871
254708#226596#856214,1,0.5431
593977#389389#690462,0,0.44
354038#168742#919392,1,0.5431
147672#880273#200069,0,0.45
378793#291006#792052,0,0.23
470177#810582#269760,0,0.44
124439#333917#746663,1,0.5431
276723#851622#228720,0,0.21
490748#817059#263283,1,0.5431
392718#401739#678178,0,0.44
390942#873194#207148,0,0.44
496958#626211#454131,0,0.4871
92744#424216#655770,1,0.5431
99044#109205#978594,0,0.2275
435338#943125#137217,1,0.5431
130972#649541#430801,0,0.4871
221264#713832#366510,0,0.44
631485#66117#1038909,1,0.52
118701#1015841#64501,1,0.605
631969#66893#1038136,0,0.44
268206#1048080#32262,1,0.5431
269986#639123#441219,0,0.4578
326101#207979#874732,0,0.4871
41031#445904#634427,1,0.5431
259216#966356#113986,0,0.44
92662#1071626#8716,1,0.5431
588784#771841#308501,0,0.44
362040#256144#826840,0,0.4871
415358#338485#742155,0,0.4871
13713#995815#84527,0,0.4871
464044#824666#255676,0,0.4871
508983#812854#267488,1,0.835
5310#1066684#13658,0,0.4871
212338#177918#910198,0,0.44
217909#734736#345606,0,0.44
445775#613756#466586,0,0.4871
253735#715412#364930,0,0.4871
176292#300903#782211,0,0.44
222409#357895#721968,1,0.5431
543498#671908#408434,0,0.44
225153#537447#542895,1,0.5431
382146#358890#720967,0,0.44
400242#362657#717198,1,0.5431
356982#1065392#14950,0,0.44
368928#978861#101481,0,0.4871
522185#647435#432907,0,0.4871
295766#128017#959834,0,0.4685
62495#499303#581039,1,0.5431
533900#643542#436800,1,0.6207
23457#999107#81235,0,0.44
621687#1073997#6345,0,0.4871
139109#971227#109115,0,0.44
218648#151245#936851,1,0.5431
609252#457687#622648,0,0.38
611474#737965#342377,0,0.44
78845#279971#803073,1,0.5431
429144#955846#124496,1,0.7767
218004#154397#933718,0,0.21
601501#1032056#48286,0,0.3912
576337#154871#933243,0,0.44
286916#869214#211128,0,0.4871
306850#481631#598711,0,0.4871
121678#352113#727760,0,0.3
70700#944801#135541,0,0.4871
498173#48744#1056082,0,0.44
519426#476094#604248,0,0.4871
498821#168769#919366,1,0.5431
575615#876929#203413,0,0.4867
206824#473285#607057,1,0.61
183424#712782#367560,1,0.65
158706#99555#988228,0,0.06
633556#213868#868892,0,0.44
316290#810066#270276,0,0.405
474465#41046#1064057,0,0.48
245222#36961#1068097,1,0.5431
620516#746705#333637,0,0.4871
29875#33801#1071227,1,0.5431
82669#246526#836468,0,0.44
182549#706068#374274,0,0.44
623657#681515#398827,0,0.44
195224#628652#451690,0,0.39
43804#80815#1024429,1,0.5431
2218#191877#896364,0,0.44
607704#150133#937961,0,0.28
56387#249500#833500,0,0.4871
485711#57379#1047582,1,0.54
84523#878355#201987,1,0.5431
101283#128275#959576,0,0.44
72691#533992#546350,0,0.3833
300245#822644#257698,0,0.4871
162168#799680#280662,0,0.3488
83554#540275#540067,1,0.5431
221982#433581#646553,1,0.5431
608823#1032307#48035,0,0.44
606019#124175#963651,0,0.44
366456#388380#691472,1,0.5431
538743#536835#543507,0,0.44
478562#869133#211209,0,0.44
628794#366705#713155,0,0.41
279345#770940#309402,1,0.62
411459#767824#312518,0,0.4871
182007#965239#115103,0,0.4871
465083#637082#443260,0,0.4871
9217#699108#381234,0,0.44
301945#886046#194296,0,0.4871
363994#1023186#57156,1,0.67
599904#455947#624386,1,0.592
94593#856748#223594,0,0.44
59235#503927#576415,1,0.5431
412878#510096#570246,0,0.4871
196762#465252#615090,0,0.44
28331#676902#403440,0,0.44
176457#768224#312118,1,0.56
140071#435332#644879,1,0.5431
440792#551905#528437,1,0.62
392554#986538#93804,1,0.755
162059#1003853#76489,0,0.4871
271793#461871#618468,0,0.4871
481546#708648#371694,0,0.44
633454#966408#113934,0,0.44
618861#408434#671482,1,0.5431
130960#234770#848098,1,0.5431
394368#200901#887368,0,0.44
257957#813742#266600,1,0.5431
621105#518904#561438,0,0.44
511947#773223#307119,1,0.5431
122657#232392#850444,1,0.5431
255867#989159#91183,0,0.4871
45207#932370#147972,0,0.4871
592763#594146#486196,1,0.7555
280917#1024760#55582,0,0.44
7888#637094#443248,0,0.4871
324494#450258#630113,1,0.5431
526271#497402#582940,0,0.27
89452#296985#786118,0,0.44
453060#495790#584552,1,0.5431
357766#656511#423831,0,0.26
285250#670838#409504,0,0.4871
190959#1050809#29533,1,0.5431
302060#129082#958768,1,0.5431
385645#91641#996124,1,0.5431
397907#171077#917062,0,0.4871
131983#208040#874672,1,0.5431
172720#291205#791852,0,0.4871
597558#656133#424209,1,0.5431
295977#639440#440902,0,0.44
590536#23568#1009767,0,0.44
223818#455799#624537,0,0.44
40790#861372#218970,1,0.5683
83581#173636#914476,1,0.56
411590#749503#330839,1,0.5431
402385#546028#534314,0,0.4871
408717#588424#491918,0,0.44
576259#879853#200489,0,0.4871
3935#634206#446136,1,0.5431
113617#959854#120488,0,0.4871
89204#372626#707227,0,0.44
288095#489404#590938,1,0.5431
410716#189523#898707,0,0.4871
612137#751625#328717,0,0.44
256663#610252#470090,0,0.4871
416495#766825#313517,0,0.4871
627756#876826#203516,0,0.2567
594244#402124#677794,0,0.44
298466#984000#96342,1,0.497
587802#1015171#65171,0,0.44
618392#1059858#20484,0,0.4871
461557#415426#664528,1,0.5431
22204#733050#347292,1,0.508
312578#680207#400135,0,0.4767
266783#788091#292251,1,0.52
590192#266092#816910,1,0.5431
558690#315860#767280,1,0.5431
126495#327423#755705,0,0.44
108554#400434#679472,1,0.5431
91942#253517#829483,1,0.5431
594457#781646#298696,0,0.44
558978#741710#338632,1,0.7
390042#198246#890017,0,0.4871
281575#478386#601956,0,0.44
421926#857581#222761,0,0.44
258020#395202#684710,1,0.5431
196680#401682#678234,0,0.44
142261#476025#604317,1,0.5431
419309#965858#114484,0,0.4871
220368#1059994#20348,1,0.5431
121#171218#916918,0,0.4871
217360#1067665#12677,0,0.44
230375#953456#126886,0,0.4871
598036#686420#393922,0,0.44
57800#722067#358275,0,0.44
446761#266687#816320,0,0.44
235172#80251#1024968,1,0.5431
581313#316862#766284,1,0.5431
25232#624243#456099,0,0.44
634498#139663#948441,1,0.5431
256180#598821#481521,0,0.44
261104#321956#761188,0,0.44
284833#90510#1014823,0,0.402
215728#82546#1022705,0,0.4871
134435#677377#402965,1,0.5431
78273#868509#211833,1,0.5233
157891#961963#118379,0,0.4871
599485#125011#962813,0,0.44
132689#468110#612232,1,0.5431
470207#634539#445803,1,0.58
267029#225179#857630,0,0.2267
395923#50288#1054576,0,0.44
114033#424951#655025,1,0.5431
183771#219679#863112,0,0.44
582632#828093#252249,0,0.44
330583#493241#587101,0,0.44
213129#303572#779534,1,0.5431
523129#481613#598729,1,0.5431
580829#894695#185647,0,0.2483
460816#855974#224368,1,0.6033
496514#384564#695293,1,0.5431
334895#717920#362422,0,0.44
79355#959893#120449,0,0.4871
530698#309928#773205,0,0.44
373607#803689#276653,0,0.44
32183#688673#391669,1,0.64
330321#462176#618162,0,0.44
65560#41450#1063647,0,0.3933
527289#1054159#26183,0,0.4871
561039#332889#747685,1,0.5431
183338#853818#226524,0,0.4871
148364#319221#763923,0,0.35
214496#690126#390216,0,0.44
573560#820905#259437,0,0.4871
444809#58139#1046837,0,0.44
250663#297982#785122,1,0.5467
563262#692275#388067,0,0.4871
214453#490886#589456,0,0.3593
208609#1013253#67089,0,0.44
211211#125828#962004,0,0.44
72686#664235#416107,0,0.4871
375307#276432#806597,0,0.44
591482#660650#419692,0,0.3186
201827#782070#298272,0,0.44
91781#113613#974202,0,0.44
166039#871739#208603,0,0.44
54734#1056115#24227,1,0.5431
153354#849765#230577,0,0.4871
486627#167508#920618,0,0.2729
527756#573801#506541,0,0.4871
332188#293183#789894,1,0.5431
365207#748974#331368,1,0.5431
38289#428330#651668,0,0.4871
537371#1027645#52697,0,0.44
405616#833648#246694,0,0.44
72705#959340#121002,0,0.44
426527#219069#863709,1,0.52
262149#963169#117173,0,0.4871
596786#267666#815347,1,0.5431
369755#423379#656605,0,0.44
436895#556110#524232,1,0.5431
518751#163140#924978,1,0.5431
149120#944849#135493,0,0.44
103103#867974#212368,0,0.4871
302125#1078709#1633,0,0.4871
241932#993192#87150,0,0.44
54679#817394#262948,0,0.4871
185985#979518#100824,0,0.4871
272909#160190#927909,0,0.4871
338466#770996#309346,0,0.44
112872#861596#218746,0,0.44
138404#737384#342958,0,0.47
73982#841018#239324,1,0.5896
536460#1022230#58112,0,0.4871
446310#956620#123722,1,0.6033
122077#238436#844558,1,0.5431
157375#593289#487053,0,0.44
248504#309469#773660,0,0.44
229627#517234#563108,1,0.5384
136446#284892#798163,1,0.8
159708#1067888#12454,0,0.44
56912#565161#515181,0,0.4871
260551#664746#415596,1,0.5194
125784#545081#535261,0,0.44
381222#348121#732615,1,0.5431
617123#286897#796163,1,0.56
395258#593895#486447,0,0.4871
606042#124823#963005,0,0.44
453029#783960#296382,0,0.44
432258#1061056#19286,0,0.4871
203918#356120#723744,1,0.5431
191887#361524#718339,1,0.5431
533913#364017#715831,0,0.402
236957#782908#297434,1,0.67
126353#679028#401314,0,0.4871
404067#759381#320961,0,0.4871
323086#400147#679760,1,0.5431
593299#628713#451629,0,0.43
422664#827574#252768,0,0.44
193055#143226#944878,1,0.5431
503861#1024453#55889,1,0.5431
434341#554993#525349,1,0.5431
85737#453280#627063,0,0.4871
19399#686083#394259,1,0.5431
500096#533838#546504,1,0.5431
270410#593036#487306,0,0.0965
406909#513774#566568,0,0.4871
401473#526481#553861,0,0.44
317697#54238#1050706,1,0.5431
10302#392735#687174,0,0.44
632785#103355#984418,0,0.44
334611#717951#362391,0,0.44
50043#554107#526235,1,0.5431
394725#201182#887088,0,0.4871
615457#896865#183477,0,0.4758
120115#792695#287647,0,0.44
131803#1020757#59585,0,0.44
196836#403111#676808,0,0.44
583979#1033692#46650,1,0.64
387734#370766#709082,1,0.49
130317#452368#627988,1,0.5431
424745#397600#682303,0,0.4871
377532#130722#957129,0,0.44
614068#668413#411929,0,0.4871
76157#967518#112824,1,0.5431
279190#679137#401205,0,0.44
497656#65945#1039082,0,0.44
143297#765883#314459,0,0.46
509886#59077#1045895,0,0.44
264189#1045784#34558,1,0.5033
253389#440549#639757,1,0.5431
246334#408865#671056,0,0.16
6440#1046882#33460,0,0.44
246334#105794#981985,0,0.16
171493#787810#292532,0,0.44
129371#369768#710085,0,0.44
405941#980487#99855,0,0.44
486222#869552#210790,1,0.5431
499053#468939#611403,1,0.7433
517136#901462#178880,0,0.4871
51214#811490#268852,0,0.3875
250155#523930#556412,1,0.5431
479815#623143#457199,1,0.5431
385405#421294#658695,0,0.4871
579696#498517#581825,0,0.4871
625552#50095#1054754,0,0.4871
620159#1008369#71973,1,0.516
135993#922684#157658,0,0.44
290143#629987#450355,0,0.4871
499819#471395#608947,0,0.44
513116#209228#873501,0,0.44
244778#644814#435528,0,0.44
595527#527446#552896,0,0.44
347992#149616#938477,1,0.5431
503389#200785#887484,0,0.44
126955#630641#449701,1,0.5431
487934#467426#612916,0,0.44
264468#467228#613114,0,0.4871
216921#1076448#3894,0,0.4871
23186#361326#718537,0,0.4871
65947#36746#1068315,0,0.44
195559#225317#857493,1,0.5431
45331#797348#282994,0,0.44
93100#763278#317064,0,0.34
585386#225249#857559,1,0.62
59230#1036670#43672,0,0.3251
51991#82752#1022499,0,0.44
486597#135966#952127,0,0.4871
297426#544199#536143,1,0.5431
548743#540884#539458,0,0.4871
244676#156696#931407,0,0.2925
293264#588914#491428,0,0.4871
446718#624736#455606,1,0.5633
379887#803399#276943,1,0.765
418817#974055#106287,1,0.5431
60773#433187#646921,1,0.5431
42897#618261#462081,0,0.4871
46760#664402#415940,0,0.44
174600#947425#132917,0,0.4871
4325#649008#431334,0,0.225
387652#1065210#15132,0,0.44
190358#749161#331181,0,0.4871
119729#415730#664232,0,0.3758
387814#1008232#72110,1,0.5431
244285#326389#756748,0,0.44
114527#815703#264639,0,0.4871
334498#534165#546177,1,0.7032
291773#478311#602031,0,0.32
41866#951707#128635,1,0.5431
285414#210099#872639,0,0.4871
122938#326110#757026,1,0.5431
461841#607806#472536,1,0.5431
320846#440375#639929,0,0.44
580589#316086#767054,0,0.4871
3957#279209#803834,0,0.44
228291#991289#89053,0,0.38
46631#638056#442286,0,0.4871
521430#1026233#54109,0,0.44
595314#238113#844868,0,0.4871
627039#794064#286278,0,0.46
166878#107138#980652,0,0.44
414144#345632#735055,1,0.53
485378#834769#245573,0,0.44
618349#127363#960484,0,0.44
446313#808351#271991,0,0.4871
505056#633516#446826,0,0.44
258929#464514#615828,0,0.4433
398756#1004183#76159,0,0.44
593367#104996#982778,0,0.44
436738#734066#346276,1,0.5431
462619#65542#1039474,1,0.5431
147541#1078322#2020,0,0.44
269877#603442#476900,0,0.44
263746#575532#504810,0,0.44
259812#816671#263671,0,0.44
93044#994030#86312,0,0.4871
35782#700828#379514,0,0.3297
27657#215030#867725,0,0.4871
439713#891711#188631,1,0.5431
483376#770153#310189,0,0.4871
256663#610283#470059,0,0.4871
390180#333691#746886,0,0.44
184510#850272#230070,0,0.435
184155#976354#103988,0,0.44
556537#882652#197690,0,0.4871
120863#877184#203158,0,0.4871
559688#523578#556764,1,0.55
568437#674589#405753,0,0.4871
215370#665586#414756,0,0.44
496035#967502#112840,0,0.4871
413189#752158#328184,0,0.44
288132#572117#508225,0,0.44
